promo_id,customer_id,customer_name,sku_id,category,week_start,planned_lift_pct,actual_lift_pct,feature_display,compliance_pct,funding_rate_pct
PROMO-0584,CUST04,Fresh Table Supermarkets,CAT02-SKU05,Better-for-You Snacks,2026-03-23,31.1,7.6,Feature and display,71.1,15.0
PROMO-0585,CUST04,Fresh Table Supermarkets,CAT06-SKU04,Fresh Specialty Cheese,2026-03-23,15.2,24.8,Feature and display,78.0,8.9
PROMO-0586,CUST05,Urban Pantry Express,CAT02-SKU02,Better-for-You Snacks,2026-03-23,11.1,16.1,Display,77.6,11.8
PROMO-0587,CUST05,Urban Pantry Express,CAT04-SKU04,Natural Personal Care,2026-03-23,33.2,16.0,Feature,90.2,17.9
PROMO-0588,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,2026-03-23,35.7,33.9,Digital only,70.5,10.0
PROMO-0589,CUST05,Urban Pantry Express,CAT05-SKU04,Organic Pantry Staples,2026-03-23,27.5,29.4,Feature,60.2,6.7
PROMO-0590,CUST05,Urban Pantry Express,CAT05-SKU06,Organic Pantry Staples,2026-03-23,28.2,27.4,Display,80.2,12.4
PROMO-0591,CUST01,Central Market Group,CAT01-SKU05,Functional Beverages,2026-03-30,32.9,24.2,Display,87.3,10.5
PROMO-0592,CUST01,Central Market Group,CAT02-SKU03,Better-for-You Snacks,2026-03-30,23.0,8.6,Display,77.0,12.3
PROMO-0593,CUST01,Central Market Group,CAT06-SKU02,Fresh Specialty Cheese,2026-03-30,36.2,29.7,Digital only,93.3,6.6
PROMO-0594,CUST01,Central Market Group,CAT06-SKU06,Fresh Specialty Cheese,2026-03-30,31.1,25.7,Feature and display,66.2,17.9
PROMO-0595,CUST02,Sproutline Natural Markets,CAT03-SKU01,Plant-Based Meals,2026-03-30,25.2,11.0,Display,81.4,6.3
PROMO-0596,CUST02,Sproutline Natural Markets,CAT05-SKU03,Organic Pantry Staples,2026-03-30,17.7,15.6,Feature and display,72.1,15.0
PROMO-0597,CUST02,Sproutline Natural Markets,CAT05-SKU05,Organic Pantry Staples,2026-03-30,37.6,17.0,Feature and display,72.7,8.1
PROMO-0598,CUST02,Sproutline Natural Markets,CAT06-SKU06,Fresh Specialty Cheese,2026-03-30,37.7,18.2,Feature and display,96.0,17.9
PROMO-0599,CUST03,Northstar Independent Co-op,CAT02-SKU04,Better-for-You Snacks,2026-03-30,23.0,25.8,Feature and display,91.4,13.6
PROMO-0600,CUST03,Northstar Independent Co-op,CAT03-SKU03,Plant-Based Meals,2026-03-30,31.4,32.4,Feature and display,55.7,13.7
PROMO-0601,CUST03,Northstar Independent Co-op,CAT04-SKU06,Natural Personal Care,2026-03-30,19.2,15.6,Digital only,82.2,6.3
PROMO-0602,CUST03,Northstar Independent Co-op,CAT06-SKU01,Fresh Specialty Cheese,2026-03-30,21.7,18.8,Feature and display,92.7,11.8
PROMO-0603,CUST03,Northstar Independent Co-op,CAT06-SKU03,Fresh Specialty Cheese,2026-03-30,34.3,17.7,Digital only,70.3,17.8
PROMO-0604,CUST03,Northstar Independent Co-op,CAT06-SKU04,Fresh Specialty Cheese,2026-03-30,13.2,22.2,Display,92.9,12.3
PROMO-0605,CUST04,Fresh Table Supermarkets,CAT01-SKU06,Functional Beverages,2026-03-30,32.5,17.3,Feature,58.7,17.3
PROMO-0606,CUST04,Fresh Table Supermarkets,CAT02-SKU04,Better-for-You Snacks,2026-03-30,25.9,16.3,Digital only,95.0,13.5
PROMO-0607,CUST04,Fresh Table Supermarkets,CAT03-SKU01,Plant-Based Meals,2026-03-30,11.4,21.9,Feature and display,78.1,14.2
PROMO-0608,CUST04,Fresh Table Supermarkets,CAT04-SKU02,Natural Personal Care,2026-03-30,30.8,4.4,Feature,48.9,14.6
PROMO-0609,CUST04,Fresh Table Supermarkets,CAT04-SKU03,Natural Personal Care,2026-03-30,30.6,6.0,Display,59.9,16.0
PROMO-0610,CUST05,Urban Pantry Express,CAT01-SKU02,Functional Beverages,2026-03-30,10.9,7.8,Feature,75.2,14.8
PROMO-0611,CUST05,Urban Pantry Express,CAT01-SKU05,Functional Beverages,2026-03-30,23.4,26.5,Display,60.6,10.8
PROMO-0612,CUST05,Urban Pantry Express,CAT02-SKU03,Better-for-You Snacks,2026-03-30,19.3,22.4,Feature,99,17.5
PROMO-0613,CUST05,Urban Pantry Express,CAT02-SKU04,Better-for-You Snacks,2026-03-30,37.8,13.3,Feature,68.6,13.6
PROMO-0614,CUST05,Urban Pantry Express,CAT04-SKU04,Natural Personal Care,2026-03-30,30.6,20.3,Digital only,59.8,13.3
PROMO-0615,CUST05,Urban Pantry Express,CAT04-SKU05,Natural Personal Care,2026-03-30,28.0,24.3,Display,88.3,11.6
